class1,receptor1_name_short,receptor1_name,receptor1_entry_name,class2,receptor2_name_short,receptor2_name,receptor2_entry_name,identity,similarity
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,12,25
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),GIP,GIP receptor,gipr_human,11,24
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,10,24
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,11,23
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,12,24
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),secretin,secretin receptor,sctr_human,11,25
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,9,24
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,9,23
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,11,25
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,12,25
A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,12,26
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),CT,CT receptor,calcr_human,10,22
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,11,22
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,11,24
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,24
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,11,25
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),GIP,GIP receptor,gipr_human,10,26
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,10,27
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,11,26
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,10,25
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),secretin,secretin receptor,sctr_human,9,28
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,11,27
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,9,27
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,8,24
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,11,28
A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,12,29
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),CT,CT receptor,calcr_human,7,20
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,8,20
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,10,22
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,8,21
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,12,26
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),GIP,GIP receptor,gipr_human,9,24
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,10,26
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,9,26
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,9,24
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),secretin,secretin receptor,sctr_human,11,25
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,8,24
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,8,24
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,8,22
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,10,23
A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,12,26
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),CT,CT receptor,calcr_human,7,22
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,8,21
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,9,25
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,23
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,11,26
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),GIP,GIP receptor,gipr_human,7,24
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,8,27
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,9,25
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,6,23
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),secretin,secretin receptor,sctr_human,11,28
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,9,25
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,9,25
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,9,24
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,9,24
A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,12,28
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),CT,CT receptor,calcr_human,8,23
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,9,23
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,10,24
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,23
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,11,27
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),GIP,GIP receptor,gipr_human,9,26
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,9,27
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,8,26
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,8,24
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),secretin,secretin receptor,sctr_human,9,27
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,9,25
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,9,25
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,9,25
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,8,26
A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,11,29
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),CT,CT receptor,calcr_human,6,21
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,5,21
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,9,24
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,22
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,10,26
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),GIP,GIP receptor,gipr_human,8,25
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,8,26
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,9,24
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,6,23
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),secretin,secretin receptor,sctr_human,10,27
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,10,25
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,7,25
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,8,24
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,9,26
A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,10,28
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),CT,CT receptor,calcr_human,8,21
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,8,22
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,10,23
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,22
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,12,27
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),GIP,GIP receptor,gipr_human,7,24
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,10,25
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,9,26
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,7,23
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),secretin,secretin receptor,sctr_human,11,27
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,10,24
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,10,24
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,10,25
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,9,25
A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,13,29
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),CT,CT receptor,calcr_human,10,22
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,10,23
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,8,23
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,10,23
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,11,25
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),GIP,GIP receptor,gipr_human,10,25
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,11,27
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,10,26
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,9,23
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),secretin,secretin receptor,sctr_human,12,29
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,10,26
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,10,25
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,9,25
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,9,27
A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,13,29
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),CT,CT receptor,calcr_human,10,22
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,9,24
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,8,23
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,23
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,12,28
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),GIP,GIP receptor,gipr_human,11,26
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,11,27
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,10,25
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,9,24
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),secretin,secretin receptor,sctr_human,10,31
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,9,26
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,9,25
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,10,26
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,10,27
A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,13,29
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),CT,CT receptor,calcr_human,9,22
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,9,23
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,9,23
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,9,23
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,11,26
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),GIP,GIP receptor,gipr_human,13,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,12,28
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,11,25
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,11,26
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),secretin,secretin receptor,sctr_human,12,29
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,11,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,10,25
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,10,25
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,12,27
A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,B1 (Secretin),VPAC<sub>2</sub>,VPAC<sub>2</sub> receptor,vipr2_human,12,27
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),CT,CT receptor,calcr_human,9,24
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),calcitonin-like,calcitonin receptor-like receptor,calrl_human,8,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),CRF<sub>1</sub>,CRF<sub>1</sub> receptor,crfr1_human,12,24
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),CRF<sub>2</sub>,CRF<sub>2</sub> receptor,crfr2_human,12,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),GHRH,GHRH receptor,ghrhr_human,11,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),GIP,GIP receptor,gipr_human,11,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),GLP-1,GLP-1 receptor,glp1r_human,12,27
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),GLP-2,GLP-2 receptor,glp2r_human,10,24
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),glucagon,glucagon receptor,glr_human,11,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),secretin,secretin receptor,sctr_human,13,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),PTH1,PTH1 receptor,pth1r_human,12,28
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),PTH2,PTH2 receptor,pth2r_human,11,26
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),PAC<sub>1</sub>,PAC<sub>1</sub> receptor,pacr_human,10,25
A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,B1 (Secretin),VPAC<sub>1</sub>,VPAC<sub>1</sub> receptor,vipr1_human,11,26
